"","MITO_ID","Entrez_Gene_ID","Gene_name","Symbol"
"1104","MT000894",23530,"nicotinamide nucleotide transhydrogenase","NNT"
"1105","MT001400",84273,"nitric oxide associated 1","NOA1"
"1106","MT000690",8996,"nucleolar protein 3 (apoptosis repressor with CARD domain)","NOL3"
"1107","MT001292",65083,"nucleolar protein 6 (RNA-associated)","NOL6"
"1108","MT001055",51406,"nucleolar protein 7, 27kDa","NOL7"
"1109","MT000665",8602,"NOP14 nucleolar protein","NOP14"
"1110","MT000436",4842,"nitric oxide synthase 1 (neuronal)","NOS1"
"1111","MT000437",4846,"nitric oxide synthase 3 (endothelial cell)","NOS3"
"1112","MT001004",50507,"NADPH oxidase 4","NOX4"
"1113","MT000438",4884,"neuronal pentraxin I","NPTX1"
"1114","MT000267",2908,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)","NR3C1"
"1115","MT000439",4898,"nardilysin (N-arginine dibasic convertase)","NRD1"
"1116","MT000440",4899,"nuclear respiratory factor 1","NRF1"
"1117","MT001652",387338,"NOP2/Sun domain family, member 4","NSUN4"
"1118","MT001000",30833,"5', 3'-nucleotidase, cytosolic","NT5C"
"1119","MT001043",51251,"5'-nucleotidase, cytosolic IIIA","NT5C3A"
"1120","MT001060",51559,"5'-nucleotidase domain containing 3","NT5DC3"
"1121","MT001201",56953,"5',3'-nucleotidase, mitochondrial","NT5M"
"1122","MT000441",4913,"nth endonuclease III-like 1 (E. coli)","NTHL1"
"1123","MT001349",80224,"nucleotide binding protein-like","NUBPL"
"1124","MT000375",4521,"nudix (nucleoside diphosphate linked moiety X)-type motif 1","NUDT1"
"1125","MT000925",25961,"nudix (nucleoside diphosphate linked moiety X)-type motif 13","NUDT13"
"1126","MT001659",390916,"nudix (nucleoside diphosphate linked moiety X)-type motif 19","NUDT19"
"1127","MT000038",318,"nudix (nucleoside diphosphate linked moiety X)-type motif 2","NUDT2"
"1128","MT000842",11162,"nudix (nucleoside diphosphate linked moiety X)-type motif 6","NUDT6"
"1129","MT001609",254552,"nudix (nucleoside diphosphate linked moiety X)-type motif 8","NUDT8"
"1130","MT001076",53343,"nudix (nucleoside diphosphate linked moiety X)-type motif 9","NUDT9"
"1131","MT000442",4931,"nuclear VCP-like","NVL"
"1132","MT001495",115861,"nucleoredoxin-like 1","NXNL1"
"1133","MT000443",4938,"2'-5'-oligoadenylate synthetase 1, 40/46kDa","OAS1"
"1134","MT000444",4939,"2'-5'-oligoadenylate synthetase 2, 69/71kDa","OAS2"
"1135","MT000445",4942,"ornithine aminotransferase","OAT"
"1136","MT001105",54940,"OCIA domain containing 1","OCIAD1"
"1137","MT001536",132299,"OCIA domain containing 2","OCIAD2"
"1138","MT000446",4967,"oxoglutarate (α-ketoglutarate) dehydrogenase (lipoamide)","OGDH"
"1139","MT001176",55753,"oxoglutarate dehydrogenase-like","OGDHL"
"1140","MT000447",4968,"8-oxoguanine DNA glycosylase","OGG1"
"1141","MT000658",8473,"O-linked N-acetylglucosamine (GlcNAc) transferase","OGT"
"1142","MT000792",10562,"olfactomedin 4","OLFM4"
"1143","MT001491",115209,"OMA1 zinc metallopeptidase","OMA1"
"1144","MT000448",4976,"optic atrophy 1 (autosomal dominant)","OPA1"
"1145","MT001345",80207,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)","OPA3"
"1146","MT000449",4985,"opioid receptor, δ 1","OPRD1"
"1147","MT001257",64172,"O-sialoglycoprotein endopeptidase-like 1","OSGEPL1"
"1148","MT000450",5009,"ornithine carbamoyltransferase","OTC"
"1149","MT000451",5018,"oxidase (cytochrome c) assembly 1-like","OXA1L"
"1150","MT000452",5019,"3-oxoacid CoA transferase 1","OXCT1"
"1151","MT001251",64064,"3-oxoacid CoA transferase 2","OXCT2"
"1152","MT001635",339229,"oxidoreductase-like domain containing 1","OXLD1"
"1153","MT001466",92106,"oxidoreductase NAD-binding domain containing 1","OXNAD1"
"1154","MT001129",55074,"oxidation resistance 1","OXR1"
"1155","MT001115",54995,"3-oxoacyl-ACP synthase, mitochondrial","OXSM"
"1156","MT000453",5028,"purinergic receptor P2Y, G-protein coupled, 1","P2RY1"
"1157","MT001269",64805,"purinergic receptor P2Y, G-protein coupled, 12","P2RY12"
"1158","MT000454",5033,"prolyl 4-hydroxylase, α polypeptide I","P4HA1"
"1159","MT001554",140886,"poly(A) binding protein, cytoplasmic 5","PABPC5"
"1160","MT001543",135138,"PARK2 co-regulated","PACRG"
"1161","MT000875",23241,"phosphofurin acidic cluster sorting protein 2","PACS2"
"1162","MT001214",57144,"p21 protein (Cdc42/Rac)-activated kinase 7","PAK7"
"1163","MT000863",23022,"palladin, cytoskeletal associated protein","PALLD"
"1164","MT001017",51025,"presequence translocase-associated motor 16 homolog (S. cerevisiae)","PAM16"
"1165","MT001340",80025,"pantothenate kinase 2","PANK2"
"1166","MT000659",8505,"poly (ADP-ribose) glycohydrolase","PARG"
"1167","MT000456",5071,"parkin RBR E3 ubiquitin protein ligase","PARK2"
"1168","MT000850",11315,"parkinson protein 7","PARK7"
"1169","MT001162",55486,"presenilin associated, rhomboid-like","PARL"
"1170","MT000926",25973,"prolyl-tRNA synthetase 2, mitochondrial (putative)","PARS2"
"1171","MT000457",5091,"pyruvate carboxylase","PC"
"1172","MT001389",84105,"pterin-4 α-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 α (TCF1) 2","PCBD2"
"1173","MT000458",5095,"propionyl CoA carboxylase, α polypeptide","PCCA"
"1174","MT000459",5096,"propionyl CoA carboxylase, β polypeptide","PCCB"
"1175","MT000460",5106,"phosphoenolpyruvate carboxykinase 2 (mitochondrial)","PCK2"
"1176","MT001590",201626,"phosphodiesterase 12","PDE12"
"1177","MT000461",5138,"phosphodiesterase 2A, cGMP-stimulated","PDE2A"
"1178","MT001256",64146,"peptide deformylase (mitochondrial)","PDF"
"1179","MT000462",5160,"pyruvate dehydrogenase (lipoamide) α 1","PDHA1"
"1180","MT000463",5161,"pyruvate dehydrogenase (lipoamide) α 2","PDHA2"
"1181","MT000464",5162,"pyruvate dehydrogenase (lipoamide) β","PDHB"
"1182","MT000647",8050,"pyruvate dehydrogenase complex, component X","PDHX"
"1183","MT000465",5163,"pyruvate dehydrogenase kinase, isozyme 1","PDK1"
"1184","MT000466",5164,"pyruvate dehydrogenase kinase, isozyme 2","PDK2"
"1185","MT000467",5165,"pyruvate dehydrogenase kinase, isozyme 3","PDK3"
"1186","MT000468",5166,"pyruvate dehydrogenase kinase, isozyme 4","PDK4"
"1187","MT001095",54704,"pyruvate dehyrogenase phosphatase catalytic subunit 1","PDP1"
"1188","MT001225",57546,"pyruvate dehyrogenase phosphatase catalytic subunit 2","PDP2"
"1189","MT001128",55066,"pyruvate dehydrogenase phosphatase regulatory subunit","PDPR"
"1190","MT000898",23590,"prenyl (decaprenyl) diphosphate synthase, subunit 1","PDSS1"
"1191","MT001210",57107,"prenyl (decaprenyl) diphosphate synthase, subunit 2","PDSS2"
"1192","MT001180",55825,"peroxisomal trans-2-enoyl-CoA reductase","PECR"
"1193","MT000775",10400,"phosphatidylethanolamine N-methyltransferase","PEMT"
"1194","MT001252",64065,"PERP, TP53 apoptosis effector","PERP"
"1195","MT001692",100131801,"PET100 homolog (S. cerevisiae)","PET100"
"1196","MT001699",100303755,"PET117 homolog (S. cerevisiae)","PET117"
"1197","MT000679",8799,"peroxisomal biogenesis factor 11 β","PEX11B"
"1198","MT000524",5830,"peroxisomal biogenesis factor 5","PEX5"
"1199","MT000470",5202,"prefoldin subunit 2","PFDN2"
"1200","MT000471",5203,"prefoldin subunit 4","PFDN4"
"1201","MT001581",192111,"phosphoglycerate mutase family member 5","PGAM5"
"1202","MT000472",5241,"progesterone receptor","PGR"
"1203","MT000714",9489,"phosphatidylglycerophosphate synthase 1","PGS1"
"1204","MT000473",5245,"prohibitin","PHB"
"1205","MT000851",11331,"prohibitin 2","PHB2"
"1206","MT000475",5264,"phytanoyl-CoA 2-hydroxylase","PHYH"
"1207","MT001410",84457,"phytanoyl-CoA 2-hydroxylase interacting protein-like","PHYHIPL"
"1208","MT001440",85007,"5-phosphohydroxy-L-lysine phospho-lyase","PHYKPL"
"1209","MT001159",55361,"phosphatidylinositol 4-kinase type 2 α","PI4K2A"
"1210","MT000476",5298,"phosphatidylinositol 4-kinase, catalytic, β","PI4KB"
"1211","MT000709",9463,"protein interacting with PRKCA 1","PICK1"
"1212","MT001124",55022,"phosphotyrosine interaction domain containing 1","PID1"
"1213","MT001341",80119,"PIF1 5'-to-3' DNA helicase","PIF1"
"1214","MT000835",11040,"Pim-2 proto-oncogene, serine/threonine kinase","PIM2"
"1215","MT000477",5303,"protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)","PIN4"
"1216","MT001289",65018,"PTEN induced putative kinase 1","PINK1"
"1217","MT001113",54984,"PIN2/TERF1 interacting, telomerase inhibitor 1","PINX1"
"1218","MT000905",23761,"phosphatidylserine decarboxylase","PISD"
"1219","MT000787",10531,"pitrilysin metallopeptidase 1","PITRM1"
"1220","MT000478",5315,"pyruvate kinase, muscle","PKM"
"1221","MT000903",23659,"phospholipase A2, group XV","PLA2G15"
"1222","MT000479",5320,"phospholipase A2, group IIA (platelets, synovial fluid)","PLA2G2A"
"1223","MT000480",5321,"phospholipase A2, group IVA (cytosolic, calcium-dependent)","PLA2G4A"
"1224","MT001694",100137049,"phospholipase A2, group IVB (cytosolic)","PLA2G4B"
"1225","MT000653",8398,"phospholipase A2, group VI (cytosolic, calcium-independent)","PLA2G6"
"1226","MT001589",201164,"phospholipase D family, member 6","PLD6"
"1227","MT001182",55848,"plasminogen receptor, C-terminal lysine transmembrane protein","PLGRKT"
"1228","MT001671",440503,"perilipin 5","PLIN5"
"1229","MT000481",5350,"phospholamban","PLN"
"1230","MT001209",57048,"phospholipid scramblase 3","PLSCR3"
"1231","MT000482",5366,"phorbol-12-myristate-13-acetate-induced protein 1","PMAIP1"
"1232","MT000873",23203,"peptidase (mitochondrial processing) α","PMPCA"
"1233","MT000715",9512,"peptidase (mitochondrial processing) β","PMPCB"
"1234","MT000923",25953,"paroxysmal nonkinesigenic dyskinesia","PNKD"
"1235","MT001650",375775,"patatin-like phospholipase domain containing 7","PNPLA7"
"1236","MT001445",87178,"polyribonucleotide nucleotidyltransferase 1","PNPT1"
"1237","MT000803",10714,"polymerase (DNA-directed), δ 3, accessory subunit","POLD3"
"1238","MT000936",26073,"polymerase (DNA-directed), δ interacting protein 2","POLDIP2"
"1239","MT000484",5428,"polymerase (DNA directed), γ","POLG"
"1240","MT000848",11232,"polymerase (DNA directed), γ 2, accessory subunit","POLG2"
"1241","MT000485",5442,"polymerase (RNA) mitochondrial (DNA directed)","POLRMT"
"1242","MT000486",5445,"paraoxonase 2","PON2"
"1243","MT000764",10248,"processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)","POP7"
"1244","MT000487",5447,"P450 (cytochrome) oxidoreductase","POR"
"1245","MT000956",27068,"pyrophosphatase (inorganic) 2","PPA2"
"1246","MT000813",10891,"peroxisome proliferator-activated receptor γ, coactivator 1 α","PPARGC1A"
"1247","MT001539",133522,"peroxisome proliferator-activated receptor γ, coactivator 1 β","PPARGC1B"
"1248","MT000751",10105,"peptidylprolyl isomerase F","PPIF"
"1249","MT000489",5493,"periplakin","PPL"
"1250","MT000857",22843,"protein phosphatase, Mg2+/Mn2+ dependent, 1E","PPM1E"
"1251","MT001564",152926,"protein phosphatase, Mg2+/Mn2+ dependent, 1K","PPM1K"
"1252","MT000490",5498,"protoporphyrinogen oxidase","PPOX"
"1253","MT000491",5501,"protein phosphatase 1, catalytic subunit, γ isozyme","PPP1CC"
"1254","MT000902",23645,"protein phosphatase 1, regulatory subunit 15A","PPP1R15A"
"1255","MT000492",5515,"protein phosphatase 2, catalytic subunit, α isozyme","PPP2CA"
"1256","MT000493",5516,"protein phosphatase 2, catalytic subunit, β isozyme","PPP2CB"
"1257","MT000494",5518,"protein phosphatase 2, regulatory subunit A, α","PPP2R1A"
"1258","MT000495",5521,"protein phosphatase 2, regulatory subunit B, β","PPP2R2B"
"1259","MT001120",55012,"protein phosphatase 2, regulatory subunit B'', γ","PPP2R3C"
"1260","MT000496",5530,"protein phosphatase 3, catalytic subunit, α isozyme","PPP3CA"
"1261","MT000497",5533,"protein phosphatase 3, catalytic subunit, γ isozyme","PPP3CC"
"1262","MT000498",5534,"protein phosphatase 3, regulatory subunit B, α","PPP3R1"
"1263","MT001572",160760,"PTC7 protein phosphatase homolog (S. cerevisiae)","PPTC7"
"1264","MT000455",5052,"peroxiredoxin 1","PRDX1"
"1265","MT000818",10935,"peroxiredoxin 3","PRDX3"
"1266","MT000789",10549,"peroxiredoxin 4","PRDX4"
"1267","MT000915",25824,"peroxiredoxin 5","PRDX5"
"1268","MT000964",27166,"PRELI domain containing 1","PRELID1"
"1269","MT001566",153768,"PRELI domain containing 2","PRELID2"
"1270","MT001591",201973,"primase and polymerase (DNA-directed)","PRIMPOL"
"1271","MT000499",5566,"protein kinase, cAMP-dependent, catalytic, α","PRKACA"
"1272","MT000500",5578,"protein kinase C, α","PRKCA"
"1273","MT000501",5580,"protein kinase C, δ","PRKCD"
"1274","MT000502",5581,"protein kinase C, ε","PRKCE"
"1275","MT000510",5621,"prion protein","PRNP"
"1276","MT000511",5625,"proline dehydrogenase (oxidase) 1","PRODH"
"1277","MT001234",58510,"proline dehydrogenase (oxidase) 2","PRODH2"
"1278","MT000845",11212,"proline synthetase co-transcribed homolog (bacterial)","PROSC"
"1279","MT001333",79899,"proline rich 5 like","PRR5L"
"1280","MT001576",167681,"protease, serine, 35","PRSS35"
"1281","MT000513",5660,"prosaposin","PSAP"
"1282","MT000514",5663,"presenilin 1","PSEN1"
"1283","MT000515",5664,"presenilin 2","PSEN2"
"1284","MT000516",5691,"proteasome (prosome, macropain) subunit, β type, 3","PSMB3"
"1285","MT000517",5716,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10","PSMD10"
"1286","MT001504",118672,"phosphoseryl-tRNA kinase","PSTK"
"1287","MT000932",26024,"pentatricopeptide repeat domain 1","PTCD1"
"1288","MT001328",79810,"pentatricopeptide repeat domain 2","PTCD2"
"1289","MT001125",55037,"pentatricopeptide repeat domain 3","PTCD3"
"1290","MT000518",5728,"phosphatase and tensin homolog","PTEN"
"1291","MT001342",80142,"prostaglandin E synthase 2","PTGES2"
"1292","MT001488",114971,"protein tyrosine phosphatase, mitochondrial 1","PTPMT1"
"1293","MT000519",5781,"protein tyrosine phosphatase, non-receptor type 11","PTPN11"
"1294","MT001624",284119,"polymerase I and transcript release factor","PTRF"
"1295","MT001547",138428,"peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)","PTRH1"
"1296","MT001067",51651,"peptidyl-tRNA hydrolase 2","PTRH2"
"1297","MT000520",5805,"6-pyruvoyltetrahydropterin synthase","PTS"
"1298","MT000856",22827,"poly-U binding splicing factor 60KDa","PUF60"
"1299","MT001355",80324,"pseudouridylate synthase 1","PUS1"
"1300","MT000521",5819,"poliovirus receptor-related 2 (herpesvirus entry mediator B)","PVRL2"
"1301","MT000523",5827,"peroxisomal membrane protein 2, 22kDa","PXMP2"
"1302","MT000991",29108,"PYD and CARD domain containing","PYCARD"
"1303","MT000525",5831,"pyrroline-5-carboxylate reductase 1","PYCR1"
"1304","MT001704",100996939,"PIGY upstream reading frame","PYURF"
"1305","MT000527",5859,"glutaminyl-tRNA synthetase","QARS"
"1306","MT000528",5860,"quinoid dihydropteridine reductase","QDPR"
"1307","MT001150",55278,"glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1","QRSL1"
"1308","MT001370",81890,"queuine tRNA-ribosyltransferase 1","QTRT1"
"1309","MT001317",79691,"queuine tRNA-ribosyltransferase domain containing 1","QTRTD1"
"1310","MT000677",8766,"RAB11A, member RAS oncogene family","RAB11A"
"1311","MT000701",9230,"RAB11B, member RAS oncogene family","RAB11B"
"1312","MT000934",26056,"RAB11 family interacting protein 5 (class I)","RAB11FIP5"
"1313","MT001368",81876,"RAB1B, member RAS oncogene family","RAB1B"
"1314","MT001078",53917,"RAB24, member RAS oncogene family","RAB24"
"1315","MT000688",8934,"RAB29, member RAS oncogene family","RAB29"
"1316","MT000826",10981,"RAB32, member RAS oncogene family","RAB32"
"1317","MT000832",11021,"RAB35, member RAS oncogene family","RAB35"
"1318","MT000529",5864,"RAB3A, member RAS oncogene family","RAB3A"
"1319","MT000719",9545,"RAB3D, member RAS oncogene family","RAB3D"
"1320","MT001615",282808,"RAB40A, member RAS oncogene family-like","RAB40AL"
"1321","MT001074",51762,"RAB8B, member RAS oncogene family","RAB8B"
"1322","MT000530",5888,"RAD51 recombinase","RAD51"
"1323","MT000531",5889,"RAD51 paralog C","RAD51C"
"1324","MT000532",5894,"Raf-1 proto-oncogene, serine/threonine kinase","RAF1"
"1325","MT000806",10743,"retinoic acid induced 1","RAI1"
"1326","MT000935",26064,"retinoic acid induced 14","RAI14"
"1327","MT000533",5910,"RAP1, GTP-GDP dissociation stimulator 1","RAP1GDS1"
"1328","MT000534",5917,"arginyl-tRNA synthetase","RARS"
"1329","MT001208",57038,"arginyl-tRNA synthetase 2, mitochondrial","RARS2"
"1330","MT001330",79863,"ribosome binding factor A (putative)","RBFA"
"1331","MT001480",112724,"retinol dehydrogenase 13 (all-trans/9-cis)","RDH13"
"1332","MT001228",57665,"retinol dehydrogenase 14 (all-trans/9-cis/11-cis)","RDH14"
"1333","MT001290",65055,"receptor accessory protein 1","REEP1"
"1334","MT000930",25996,"RNA exonuclease 2","REXO2"
"1335","MT001152",55312,"riboflavin kinase","RFK"
"1336","MT000535",5997,"regulator of G-protein signaling 2","RGS2"
"1337","MT001394",84236,"rhomboid domain containing 1","RHBDD1"
"1338","MT001151",55288,"ras homolog family member T1","RHOT1"
"1339","MT001448",89941,"ras homolog family member T2","RHOT2"
"1340","MT001376",83547,"Rab interacting lysosomal protein","RILP"
"1341","MT000673",8737,"receptor (TNFRSF)-interacting serine-threonine kinase 1","RIPK1"
"1342","MT000834",11035,"receptor-interacting serine-threonine kinase 3","RIPK3"
"1343","MT001033",51115,"regulator of microtubule dynamics 1","RMDN1"
"1344","MT001562",151393,"regulator of microtubule dynamics 2","RMDN2"
"1345","MT001141",55177,"regulator of microtubule dynamics 3","RMDN3"
"1346","MT001118",55005,"required for meiotic nuclear division 1 homolog (S. cerevisiae)","RMND1"
"1347","MT001602",246243,"ribonuclease H1","RNASEH1"
"1348","MT000536",6041,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)","RNASEL"
"1349","MT001611",255488,"ring finger protein 144B","RNF144B"
"1350","MT001459",91445,"ring finger protein 185","RNF185"
"1351","MT000537",6048,"ring finger protein 5, E3 ubiquitin protein ligase","RNF5"
"1352","MT001142",55178,"RNA methyltransferase like 1","RNMTL1"
"1353","MT000386",4550," ","RNR2"
"1354","MT001553",140823,"reactive oxygen species modulator 1","ROMO1"
"1355","MT000428",4736,"ribosomal protein L10a","RPL10A"
"1356","MT000540",6165,"ribosomal protein L35a","RPL35A"
"1357","MT000838",11102,"ribonuclease P/MRP 14kDa subunit","RPP14"
"1358","MT000545",6208,"ribosomal protein S14","RPS14"
"1359","MT000543",6188,"ribosomal protein S3","RPS3"
"1360","MT000970",27330,"ribosomal protein S6 kinase, 90kDa, polypeptide 6","RPS6KA6"
"1361","MT000544",6198,"ribosomal protein S6 kinase, 70kDa, polypeptide 1","RPS6KB1"
"1362","MT001429",84881,"RNA pseudouridylate synthase domain containing 4","RPUSD4"
"1363","MT001002",50484,"ribonucleotide reductase M2 B (TP53 inducible)","RRM2B"
"1364","MT001011",51018,"ribosomal RNA processing 15 homolog (S. cerevisiae)","RRP15"
"1365","MT001153",55316,"radical S-adenosyl methionine domain containing 1","RSAD1"
"1366","MT001460",91543,"radical S-adenosyl methionine domain containing 2","RSAD2"
"1367","MT001426",84816,"reticulon 4 interacting protein 1","RTN4IP1"
"1368","MT000111",862,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)","RUNX1T1"
"1369","MT000944",26278,"sacsin molecular chaperone","SACS"
"1370","MT000913",25813,"SAMM50 sorting and assembly machinery component","SAMM50"
"1371","MT000188",1757,"sarcosine dehydrogenase","SARDH"
"1372","MT000866",23098,"sterile α and TIR motif containing 1","SARM1"
"1373","MT000548",6301,"seryl-tRNA synthetase","SARS"
"1374","MT001104",54938,"seryl-tRNA synthetase 2, mitochondrial","SARS2"
"1375","MT001027",51097,"saccharopine dehydrogenase (putative)","SCCPDH"
"1376","MT000549",6341,"SCO1 cytochrome c oxidase assembly protein","SCO1"
"1377","MT000740",9997,"SCO2 cytochrome c oxidase assembly protein","SCO2"
"1378","MT000550",6342,"sterol carrier protein 2","SCP2"
"1379","MT000551",6389,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)","SDHA"
"1380","MT001683",644096,"succinate dehydrogenase complex assembly factor 1","SDHAF1"
"1381","MT001107",54949,"succinate dehydrogenase complex assembly factor 2","SDHAF2"
"1382","MT000552",6390,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)","SDHB"
"1383","MT000553",6391,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa","SDHC"
"1384","MT000554",6392,"succinate dehydrogenase complex, subunit D, integral membrane protein","SDHD"
"1385","MT000828",10993,"serine dehydratase","SDS"
"1386","MT001485",113675,"serine dehydratase-like","SDSL"
"1387","MT001302",79048,"SECIS binding protein 2","SECISBP2"
"1388","MT000483",5414,"septin 4","SEPT4"
"1389","MT001437",84947,"serine active site containing 1","SERAC1"
"1390","MT001604",253190,"serine hydrolase-like 2","SERHL2"
"1391","MT001379",83667,"sestrin 2","SESN2"
"1392","MT000260",2810,"stratifin","SFN"
"1393","MT001478",94081,"sideroflexin 1","SFXN1"
"1394","MT001506",118980,"sideroflexin 2","SFXN2"
"1395","MT001366",81855,"sideroflexin 3","SFXN3"
"1396","MT001507",119559,"sideroflexin 4","SFXN4"
"1397","MT001479",94097,"sideroflexin 5","SFXN5"
"1398","MT000555",6446,"serum/glucocorticoid regulated kinase 1","SGK1"
"1399","MT000710",9467,"SH3-domain binding protein 5 (BTK-associated)","SH3BP5"
"1400","MT001028",51100,"SH3-domain GRB2-like endophilin B1","SH3GLB1"
"1401","MT001367",81858,"SHANK-associated RH domain interactor","SHARPIN"
"1402","MT000556",6464,"SHC (Src homology 2 domain containing) transforming protein 1","SHC1"
"1403","MT000557",6470,"serine hydroxymethyltransferase 1 (soluble)","SHMT1"
"1404","MT000558",6472,"serine hydroxymethyltransferase 2 (mitochondrial)","SHMT2"
"1405","MT000559",6474,"short stature homeobox 2","SHOX2"
"1406","MT001620",283514,"siah E3 ubiquitin protein ligase family member 3","SIAH3"
"1407","MT000884",23411,"sirtuin 1","SIRT1"
"1408","MT000883",23410,"sirtuin 3","SIRT3"
"1409","MT000882",23409,"sirtuin 4","SIRT4"
"1410","MT000881",23408,"sirtuin 5","SIRT5"
"1411","MT000793",10572,"SIVA1, apoptosis-inducing factor","SIVA1"
"1412","MT000563",6566,"solute carrier family 16 (monocarboxylate transporter), member 1","SLC16A1"
"1413","MT000565",6583,"solute carrier family 22 (organic cation/zwitterion transporter), member 4","SLC22A4"
"1414","MT000564",6576,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1","SLC25A1"
"1415","MT000156",1468,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10","SLC25A10"
"1416","MT000654",8402,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11","SLC25A11"
"1417","MT000666",8604,"solute carrier family 25 (aspartate/glutamate carrier), member 12","SLC25A12"
"1418","MT000756",10165,"solute carrier family 25 (aspartate/glutamate carrier), member 13","SLC25A13"
"1419","MT000692",9016,"solute carrier family 25 (mitochondrial carrier, brain), member 14","SLC25A14"
"1420","MT000757",10166,"solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15","SLC25A15"
"1421","MT000645",8034,"solute carrier family 25 (mitochondrial carrier), member 16","SLC25A16"
"1422","MT000784",10478,"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17","SLC25A17"
"1423","MT001381",83733,"solute carrier family 25 (glutamate carrier), member 18","SLC25A18"
"1424","MT001236",60386,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","SLC25A19"
"1425","MT001386",83884,"solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2","SLC25A2"
"1426","MT000098",788,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20","SLC25A20"
"1427","MT001446",89874,"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21","SLC25A21"
"1428","MT001324",79751,"solute carrier family 25 (mitochondrial carrier: glutamate), member 22","SLC25A22"
"1429","MT001305",79085,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23","SLC25A23"
"1430","MT000997",29957,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24","SLC25A24"
"1431","MT001487",114789,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25","SLC25A25"
"1432","MT001492",115286,"solute carrier family 25 (S-adenosylmethionine carrier), member 26","SLC25A26"
"1433","MT000713",9481,"solute carrier family 25, member 27","SLC25A27"
"1434","MT001372",81894,"solute carrier family 25 (mitochondrial iron transporter), member 28","SLC25A28"
"1435","MT001511",123096,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29","SLC25A29"
"1436","MT000474",5250,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3","SLC25A3"
"1437","MT001605",253512,"solute carrier family 25, member 30","SLC25A30"
"1438","MT001374",83447,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31","SLC25A31"
"1439","MT001361",81034,"solute carrier family 25 (mitochondrial folate carrier), member 32","SLC25A32"
"1440","MT001402",84275,"solute carrier family 25 (pyrimidine nucleotide carrier), member 33","SLC25A33"
"1441","MT001630",284723,"solute carrier family 25, member 34","SLC25A34"
"1442","MT001661",399512,"solute carrier family 25, member 35","SLC25A35"
"1443","MT001143",55186,"solute carrier family 25 (pyrimidine nucleotide carrier), member 36","SLC25A36"
"1444","MT001052",51312,"solute carrier family 25 (mitochondrial iron transporter), member 37","SLC25A37"
"1445","MT001111",54977,"solute carrier family 25, member 38","SLC25A38"
"1446","MT001063",51629,"solute carrier family 25, member 39","SLC25A39"
"1447","MT000034",291,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4","SLC25A4"
"1448","MT001187",55972,"solute carrier family 25, member 40","SLC25A40"
"1449","MT001627",284427,"solute carrier family 25, member 41","SLC25A41"
"1450","MT001628",284439,"solute carrier family 25, member 42","SLC25A42"
"1451","MT001594",203427,"solute carrier family 25, member 43","SLC25A43"
"1452","MT000728",9673,"solute carrier family 25, member 44","SLC25A44"
"1453","MT001617",283130,"solute carrier family 25, member 45","SLC25A45"
"1454","MT001458",91137,"solute carrier family 25, member 46","SLC25A46"
"1455","MT001621",283600,"solute carrier family 25, member 47","SLC25A47"
"1456","MT001565",153328,"solute carrier family 25, member 48","SLC25A48"
"1457","MT000035",292,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5","SLC25A5"
"1458","MT001465",92014,"solute carrier family 25, member 51","SLC25A51"
"1459","MT001558",147407,"solute carrier family 25, member 52","SLC25A52"
"1460","MT001668",401612,"solute carrier family 25, member 53","SLC25A53"
"1461","MT000036",293,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6","SLC25A6"
"1462","MT000830",11001,"solute carrier family 27 (fatty acid transporter), member 2","SLC27A2"
"1463","MT000829",11000,"solute carrier family 27 (fatty acid transporter), member 3","SLC27A3"
